name,base_price,price,product_url,product_img,product_label
"아이캔컴퍼니 LPM 라운드볼 접이식 거실테이블 120×48, 화이트"," 36,500  ","34,800",https://www.coupang.com/vp/products/4760035772?itemId=6064042391&vendorItemId=73360919145,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"LPM 오브제 라운드 4단 높이조절 접이식테이블 900 x 600 mm, 오리엔탈블랙"," 31,800  ","29,800",https://www.coupang.com/vp/products/6170482023?itemId=12041148163&vendorItemId=79313372752,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"1인용 철재 모던 테이블 600, 까르니코블랙"," 35,590  ","34,510",https://www.coupang.com/vp/products/4829497446?itemId=6229377569&vendorItemId=73525216378,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"룸앤홈 노르딕 원형 테이블, 마블"," 23,900  ","19,610",https://www.coupang.com/vp/products/19049943?itemId=76493585&vendorItemId=3128409295,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"1인용 철재 모던 테이블 600, 멀바우"," 35,590  ","34,510",https://www.coupang.com/vp/products/4829497446?itemId=6229377601&vendorItemId=73525216498,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"트리팜 LPM 높이조절 접이식 테이블 대 720, 마블"," 33,230  ","22,800",https://www.coupang.com/vp/products/187613662?itemId=536197257&vendorItemId=4399396853,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
스토리퍼니쳐 1200x600 다크네이비 7파이 LPM 지문방지 비스포크 테이블," 44,900  ","39,900",https://www.coupang.com/vp/products/6107760652?itemId=11491074890&vendorItemId=78766370827,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"엄마가구 스터디온 서재 원목책상 1000 12000 1500 1800, 원목책상 1800"," 249,000  ","187,000",https://www.coupang.com/vp/products/6973811641?itemId=17016809450&vendorItemId=82376414471&sourceType=srp_product_ads&clickEventId=9cfac789-630d-469a-ab5f-48f39fe4f846&korePlacement=15&koreSubPlacement=57&clickEventId=9cfac789-630d-469a-ab5f-48f39fe4f846&korePlacement=15&koreSubPlacement=57,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"서우 높이조절 LPM 리빙테이블 특대 90, 블루"," 40,700  ","29,500",https://www.coupang.com/vp/products/327951350?itemId=1049024851&vendorItemId=5514029113,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
"아이캔컴퍼니 올리브 900 LPM 원목다리 리빙테이블, 크림베이지",,"39,800",https://www.coupang.com/vp/products/7000650519?itemId=17166830518&vendorItemId=84339174535&sourceType=srp_product_ads&clickEventId=d37b3d41-5aa8-4972-a265-97796865eccb&korePlacement=15&koreSubPlacement=59&clickEventId=d37b3d41-5aa8-4972-a265-97796865eccb&korePlacement=15&koreSubPlacement=59,//img1a.coupangcdn.com/image/coupang/search/blank1x1.gif,테이블
